station,dateTime,value
Stanhope,2022-10-22 13:45:00+00:00,0.623
Stanhope,2022-10-22 14:00:00+00:00,0.619
Stanhope,2022-10-22 14:15:00+00:00,0.617
Stanhope,2022-10-22 14:30:00+00:00,0.622
Stanhope,2022-10-22 14:45:00+00:00,0.634
Stanhope,2022-10-22 15:00:00+00:00,0.639
Stanhope,2022-10-22 15:15:00+00:00,0.638
Stanhope,2022-10-22 15:30:00+00:00,0.631
Stanhope,2022-10-22 15:45:00+00:00,0.631
Stanhope,2022-10-22 16:00:00+00:00,0.661
Stanhope,2022-10-22 16:15:00+00:00,0.695
Stanhope,2022-10-22 16:30:00+00:00,0.69
Stanhope,2022-10-22 16:45:00+00:00,0.675
Stanhope,2022-10-22 17:00:00+00:00,0.662
Stanhope,2022-10-22 17:15:00+00:00,0.657
Stanhope,2022-10-22 17:30:00+00:00,0.653
Stanhope,2022-10-22 17:45:00+00:00,0.636
Stanhope,2022-10-22 18:00:00+00:00,0.626
Stanhope,2022-10-22 18:15:00+00:00,0.607
Stanhope,2022-10-22 18:30:00+00:00,0.59
Stanhope,2022-10-22 18:45:00+00:00,0.573
Stanhope,2022-10-22 19:00:00+00:00,0.561
Stanhope,2022-10-22 19:15:00+00:00,0.552
Stanhope,2022-10-22 19:30:00+00:00,0.545
Stanhope,2022-10-22 19:45:00+00:00,0.541
Stanhope,2022-10-22 20:00:00+00:00,0.543
Stanhope,2022-10-22 20:15:00+00:00,0.547
Stanhope,2022-10-22 20:30:00+00:00,0.549
Stanhope,2022-10-22 20:45:00+00:00,0.549
Stanhope,2022-10-22 21:00:00+00:00,0.546
Stanhope,2022-10-22 21:15:00+00:00,0.545
Stanhope,2022-10-22 21:30:00+00:00,0.544
Stanhope,2022-10-22 22:30:00+00:00,0.539
Stanhope,2022-10-22 22:00:00+00:00,0.542
Stanhope,2022-10-22 21:45:00+00:00,0.542
Stanhope,2022-10-22 22:15:00+00:00,0.541
Stanhope,2022-10-22 22:45:00+00:00,0.539
Stanhope,2022-10-22 23:00:00+00:00,0.54
Stanhope,2022-10-22 23:15:00+00:00,0.539
Stanhope,2022-10-22 23:30:00+00:00,0.538
Stanhope,2022-10-22 23:45:00+00:00,0.537
Stanhope,2022-10-21 00:00:00+00:00,1.203
Stanhope,2022-10-21 00:15:00+00:00,1.192
Stanhope,2022-10-21 00:30:00+00:00,1.173
Stanhope,2022-10-21 00:45:00+00:00,1.161
Stanhope,2022-10-21 01:00:00+00:00,1.141
Stanhope,2022-10-21 01:15:00+00:00,1.133
Stanhope,2022-10-21 01:30:00+00:00,1.129
Stanhope,2022-10-21 01:45:00+00:00,1.118
Stanhope,2022-10-21 02:00:00+00:00,1.108
Stanhope,2022-10-21 02:15:00+00:00,1.088
Stanhope,2022-10-21 02:30:00+00:00,1.072
Stanhope,2022-10-21 02:45:00+00:00,1.056
Stanhope,2022-10-21 03:00:00+00:00,1.045
Stanhope,2022-10-21 03:15:00+00:00,1.033
Stanhope,2022-10-21 03:30:00+00:00,1.018
Stanhope,2022-10-21 03:45:00+00:00,1.006
Stanhope,2022-10-21 05:00:00+00:00,0.949
Stanhope,2022-10-21 06:45:00+00:00,0.875
Stanhope,2022-10-21 07:15:00+00:00,0.863
Stanhope,2022-10-21 07:30:00+00:00,0.857
Stanhope,2022-10-21 07:45:00+00:00,0.847
Stanhope,2022-10-21 08:00:00+00:00,0.842
Stanhope,2022-10-21 08:15:00+00:00,0.836
Stanhope,2022-10-21 08:30:00+00:00,0.828
Stanhope,2022-10-21 08:45:00+00:00,0.817
Stanhope,2022-10-21 09:00:00+00:00,0.81
Stanhope,2022-10-21 09:15:00+00:00,0.806
Stanhope,2022-10-21 09:30:00+00:00,0.794
Stanhope,2022-10-21 09:45:00+00:00,0.788
Stanhope,2022-10-21 10:00:00+00:00,0.781
Stanhope,2022-10-21 10:15:00+00:00,0.778
Stanhope,2022-10-21 10:30:00+00:00,0.77
Stanhope,2022-10-21 10:45:00+00:00,0.766
Stanhope,2022-10-21 11:00:00+00:00,0.758
Stanhope,2022-10-21 11:15:00+00:00,0.754
Stanhope,2022-10-21 11:30:00+00:00,0.748
Stanhope,2022-10-21 11:45:00+00:00,0.741
Stanhope,2022-10-21 12:00:00+00:00,0.737
Stanhope,2022-10-21 12:15:00+00:00,0.733
Stanhope,2022-10-21 12:30:00+00:00,0.727
Stanhope,2022-10-21 12:45:00+00:00,0.721
Stanhope,2022-10-21 13:00:00+00:00,0.719
Stanhope,2022-10-21 13:15:00+00:00,0.711
Stanhope,2022-10-21 13:30:00+00:00,0.708
Stanhope,2022-10-21 13:45:00+00:00,0.704
Stanhope,2022-10-21 14:00:00+00:00,0.698
Stanhope,2022-10-21 14:15:00+00:00,0.695
Stanhope,2022-10-21 14:30:00+00:00,0.69
Stanhope,2022-10-21 14:45:00+00:00,0.684
Stanhope,2022-10-21 15:00:00+00:00,0.682
Stanhope,2022-10-21 15:15:00+00:00,0.677
Stanhope,2022-10-21 15:30:00+00:00,0.674
Stanhope,2022-10-21 15:45:00+00:00,0.668
Stanhope,2022-10-21 16:00:00+00:00,0.666
Stanhope,2022-10-21 16:15:00+00:00,0.662
Stanhope,2022-10-21 16:30:00+00:00,0.66
Stanhope,2022-10-21 16:45:00+00:00,0.654
Stanhope,2022-10-21 17:00:00+00:00,0.651
Stanhope,2022-10-21 17:15:00+00:00,0.649
Stanhope,2022-10-21 17:30:00+00:00,0.644
Stanhope,2022-10-21 17:45:00+00:00,0.649
Stanhope,2022-10-21 18:00:00+00:00,0.656
Stanhope,2022-10-21 18:15:00+00:00,0.655
Stanhope,2022-10-21 18:30:00+00:00,0.654
Stanhope,2022-10-21 18:45:00+00:00,0.652
Stanhope,2022-10-21 19:00:00+00:00,0.653
Stanhope,2022-10-21 19:15:00+00:00,0.651
Stanhope,2022-10-21 19:30:00+00:00,0.65
Stanhope,2022-10-21 19:45:00+00:00,0.648
Stanhope,2022-10-21 20:00:00+00:00,0.646
Stanhope,2022-10-21 20:15:00+00:00,0.647
Stanhope,2022-10-21 20:30:00+00:00,0.643
Stanhope,2022-10-21 20:45:00+00:00,0.642
Stanhope,2022-10-21 21:00:00+00:00,0.641
Stanhope,2022-10-21 21:15:00+00:00,0.639
Stanhope,2022-10-21 21:30:00+00:00,0.636
Stanhope,2022-10-21 22:30:00+00:00,0.63
Stanhope,2022-10-21 22:15:00+00:00,0.633
Stanhope,2022-10-21 21:45:00+00:00,0.635
Stanhope,2022-10-21 22:00:00+00:00,0.633
Stanhope,2022-10-21 22:45:00+00:00,0.627
Stanhope,2022-10-21 23:00:00+00:00,0.626
Stanhope,2022-10-21 23:15:00+00:00,0.624
Stanhope,2022-10-21 23:30:00+00:00,0.619
Stanhope,2022-10-21 23:45:00+00:00,0.617
Stanhope,2022-10-20 00:00:00+00:00,0.361
Stanhope,2022-10-20 00:15:00+00:00,0.361
Stanhope,2022-10-20 00:30:00+00:00,0.361
Stanhope,2022-10-20 00:45:00+00:00,0.361
Stanhope,2022-10-20 01:00:00+00:00,0.359
Stanhope,2022-10-20 01:15:00+00:00,0.359
Stanhope,2022-10-20 01:30:00+00:00,0.359
Stanhope,2022-10-20 01:45:00+00:00,0.358
Stanhope,2022-10-20 02:00:00+00:00,0.358
Stanhope,2022-10-20 02:15:00+00:00,0.357
Stanhope,2022-10-20 02:30:00+00:00,0.357
Stanhope,2022-10-20 02:45:00+00:00,0.357
Stanhope,2022-10-20 03:00:00+00:00,0.356
Stanhope,2022-10-20 03:15:00+00:00,0.356
Stanhope,2022-10-20 03:30:00+00:00,0.356
Stanhope,2022-10-20 03:45:00+00:00,0.355
Stanhope,2022-10-20 04:00:00+00:00,0.355
Stanhope,2022-10-20 04:15:00+00:00,0.355
Stanhope,2022-10-20 04:30:00+00:00,0.354
Stanhope,2022-10-20 04:45:00+00:00,0.355
Stanhope,2022-10-20 05:00:00+00:00,0.355
Stanhope,2022-10-20 05:15:00+00:00,0.354
Stanhope,2022-10-20 05:30:00+00:00,0.353
Stanhope,2022-10-20 05:45:00+00:00,0.353
Stanhope,2022-10-20 06:00:00+00:00,0.353
Stanhope,2022-10-20 06:15:00+00:00,0.354
Stanhope,2022-10-20 06:30:00+00:00,0.354
Stanhope,2022-10-20 06:45:00+00:00,0.354
Stanhope,2022-10-20 07:00:00+00:00,0.355
Stanhope,2022-10-20 07:15:00+00:00,0.356
Stanhope,2022-10-20 07:30:00+00:00,0.356
Stanhope,2022-10-20 07:45:00+00:00,0.357
Stanhope,2022-10-20 08:00:00+00:00,0.357
Stanhope,2022-10-20 08:15:00+00:00,0.357
Stanhope,2022-10-20 08:30:00+00:00,0.357
Stanhope,2022-10-20 08:45:00+00:00,0.358
Stanhope,2022-10-20 09:00:00+00:00,0.359
Stanhope,2022-10-20 09:15:00+00:00,0.36
Stanhope,2022-10-20 09:30:00+00:00,0.361
Stanhope,2022-10-20 09:45:00+00:00,0.362
Stanhope,2022-10-20 10:00:00+00:00,0.363
Stanhope,2022-10-20 13:15:00+00:00,0.623
Stanhope,2022-10-20 13:30:00+00:00,0.683
Stanhope,2022-10-20 13:45:00+00:00,0.711
Stanhope,2022-10-20 14:00:00+00:00,0.735
Stanhope,2022-10-20 14:15:00+00:00,0.761
Stanhope,2022-10-20 14:30:00+00:00,0.794
Stanhope,2022-10-20 14:45:00+00:00,0.833
Stanhope,2022-10-20 15:00:00+00:00,0.856
Stanhope,2022-10-20 15:15:00+00:00,0.895
Stanhope,2022-10-20 15:30:00+00:00,0.947
Stanhope,2022-10-20 15:45:00+00:00,1.021
Stanhope,2022-10-20 16:00:00+00:00,1.106
Stanhope,2022-10-20 16:15:00+00:00,1.182
Stanhope,2022-10-20 16:30:00+00:00,1.241
Stanhope,2022-10-20 16:45:00+00:00,1.283
Stanhope,2022-10-20 17:00:00+00:00,1.29
Stanhope,2022-10-20 17:15:00+00:00,1.316
Stanhope,2022-10-20 17:30:00+00:00,1.326
Stanhope,2022-10-20 17:45:00+00:00,1.341
Stanhope,2022-10-20 18:00:00+00:00,1.347
Stanhope,2022-10-20 18:15:00+00:00,1.348
Stanhope,2022-10-20 18:30:00+00:00,1.353
Stanhope,2022-10-20 18:45:00+00:00,1.353
Stanhope,2022-10-20 19:00:00+00:00,1.351
Stanhope,2022-10-20 19:15:00+00:00,1.348
Stanhope,2022-10-20 19:30:00+00:00,1.343
Stanhope,2022-10-20 19:45:00+00:00,1.336
Stanhope,2022-10-20 20:00:00+00:00,1.328
Stanhope,2022-10-20 20:15:00+00:00,1.321
Stanhope,2022-10-20 20:30:00+00:00,1.308
Stanhope,2022-10-20 20:45:00+00:00,1.301
Stanhope,2022-10-20 21:00:00+00:00,1.289
Stanhope,2022-10-20 21:15:00+00:00,1.289
Stanhope,2022-10-20 21:30:00+00:00,1.277
Stanhope,2022-10-20 22:30:00+00:00,1.254
Stanhope,2022-10-20 21:45:00+00:00,1.268
Stanhope,2022-10-20 22:15:00+00:00,1.26
Stanhope,2022-10-20 22:00:00+00:00,1.264
Stanhope,2022-10-20 22:45:00+00:00,1.24
Stanhope,2022-10-20 23:00:00+00:00,1.235
Stanhope,2022-10-20 23:15:00+00:00,1.23
Stanhope,2022-10-20 23:30:00+00:00,1.222
Stanhope,2022-10-20 23:45:00+00:00,1.208
Stanhope,2022-10-19 00:00:00+00:00,0.405
Stanhope,2022-10-19 00:15:00+00:00,0.404
Stanhope,2022-10-19 00:30:00+00:00,0.403
Stanhope,2022-10-19 00:45:00+00:00,0.403
Stanhope,2022-10-19 01:00:00+00:00,0.401
Stanhope,2022-10-19 01:15:00+00:00,0.401
Stanhope,2022-10-19 01:30:00+00:00,0.4
Stanhope,2022-10-19 01:45:00+00:00,0.4
Stanhope,2022-10-19 02:00:00+00:00,0.398
Stanhope,2022-10-19 02:15:00+00:00,0.398
Stanhope,2022-10-19 02:30:00+00:00,0.397
Stanhope,2022-10-19 02:45:00+00:00,0.396
Stanhope,2022-10-19 03:00:00+00:00,0.395
Stanhope,2022-10-19 03:15:00+00:00,0.395
Stanhope,2022-10-19 03:30:00+00:00,0.394
Stanhope,2022-10-19 03:45:00+00:00,0.393
Stanhope,2022-10-19 04:00:00+00:00,0.393
Stanhope,2022-10-19 04:15:00+00:00,0.392
Stanhope,2022-10-19 04:30:00+00:00,0.391
Stanhope,2022-10-19 04:45:00+00:00,0.391
Stanhope,2022-10-19 05:00:00+00:00,0.39
Stanhope,2022-10-19 05:15:00+00:00,0.39
Stanhope,2022-10-19 05:30:00+00:00,0.389
Stanhope,2022-10-19 05:45:00+00:00,0.389
Stanhope,2022-10-19 06:00:00+00:00,0.388
Stanhope,2022-10-19 06:15:00+00:00,0.388
Stanhope,2022-10-19 06:30:00+00:00,0.387
Stanhope,2022-10-19 06:45:00+00:00,0.387
Stanhope,2022-10-19 07:00:00+00:00,0.386
Stanhope,2022-10-19 07:15:00+00:00,0.386
Stanhope,2022-10-19 07:30:00+00:00,0.385
Stanhope,2022-10-19 07:45:00+00:00,0.385
Stanhope,2022-10-19 08:00:00+00:00,0.385
Stanhope,2022-10-19 08:15:00+00:00,0.384
Stanhope,2022-10-19 08:30:00+00:00,0.384
Stanhope,2022-10-19 08:45:00+00:00,0.383
Stanhope,2022-10-19 09:00:00+00:00,0.382
Stanhope,2022-10-19 09:15:00+00:00,0.382
Stanhope,2022-10-19 09:30:00+00:00,0.382
Stanhope,2022-10-19 09:45:00+00:00,0.382
Stanhope,2022-10-19 10:00:00+00:00,0.382
Stanhope,2022-10-19 10:15:00+00:00,0.381
Stanhope,2022-10-19 10:30:00+00:00,0.381
Stanhope,2022-10-19 10:45:00+00:00,0.381
Stanhope,2022-10-19 11:00:00+00:00,0.38
Stanhope,2022-10-19 11:15:00+00:00,0.38
Stanhope,2022-10-19 11:30:00+00:00,0.379
Stanhope,2022-10-19 11:45:00+00:00,0.379
Stanhope,2022-10-19 12:00:00+00:00,0.379
Stanhope,2022-10-19 12:15:00+00:00,0.378
Stanhope,2022-10-19 12:30:00+00:00,0.378
Stanhope,2022-10-19 12:45:00+00:00,0.377
Stanhope,2022-10-19 13:00:00+00:00,0.377
Stanhope,2022-10-19 13:15:00+00:00,0.376
Stanhope,2022-10-19 13:30:00+00:00,0.376
Stanhope,2022-10-19 13:45:00+00:00,0.375
Stanhope,2022-10-19 14:00:00+00:00,0.375
Stanhope,2022-10-19 14:15:00+00:00,0.374
Stanhope,2022-10-19 14:30:00+00:00,0.373
Stanhope,2022-10-19 14:45:00+00:00,0.373
Stanhope,2022-10-19 15:00:00+00:00,0.373
Stanhope,2022-10-19 15:15:00+00:00,0.372
Stanhope,2022-10-19 15:30:00+00:00,0.372
Stanhope,2022-10-19 15:45:00+00:00,0.372
Stanhope,2022-10-19 16:00:00+00:00,0.371
Stanhope,2022-10-19 16:15:00+00:00,0.371
Stanhope,2022-10-19 16:30:00+00:00,0.371
Stanhope,2022-10-19 16:45:00+00:00,0.37
Stanhope,2022-10-19 17:00:00+00:00,0.37
Stanhope,2022-10-19 17:15:00+00:00,0.369
Stanhope,2022-10-19 17:30:00+00:00,0.369
Stanhope,2022-10-19 17:45:00+00:00,0.369
Stanhope,2022-10-19 18:00:00+00:00,0.368
Stanhope,2022-10-19 18:15:00+00:00,0.368
Stanhope,2022-10-19 18:30:00+00:00,0.368
Stanhope,2022-10-19 18:45:00+00:00,0.368
Stanhope,2022-10-19 19:00:00+00:00,0.366
Stanhope,2022-10-19 19:15:00+00:00,0.367
Stanhope,2022-10-19 19:30:00+00:00,0.366
Stanhope,2022-10-19 19:45:00+00:00,0.366
Stanhope,2022-10-19 20:00:00+00:00,0.365
Stanhope,2022-10-19 20:15:00+00:00,0.365
Stanhope,2022-10-19 20:30:00+00:00,0.365
Stanhope,2022-10-19 20:45:00+00:00,0.365
Stanhope,2022-10-19 21:00:00+00:00,0.364
Stanhope,2022-10-19 21:15:00+00:00,0.364
Stanhope,2022-10-19 21:30:00+00:00,0.364
Stanhope,2022-10-19 22:30:00+00:00,0.364
Stanhope,2022-10-19 22:00:00+00:00,0.363
Stanhope,2022-10-19 21:45:00+00:00,0.363
Stanhope,2022-10-19 22:15:00+00:00,0.364
Stanhope,2022-10-19 22:45:00+00:00,0.363
Stanhope,2022-10-19 23:00:00+00:00,0.363
Stanhope,2022-10-19 23:15:00+00:00,0.363
Stanhope,2022-10-19 23:30:00+00:00,0.362
Stanhope,2022-10-19 23:45:00+00:00,0.361
Stanhope,2022-10-18 00:00:00+00:00,0.531
Stanhope,2022-10-18 00:15:00+00:00,0.53
Stanhope,2022-10-18 00:30:00+00:00,0.528
Stanhope,2022-10-18 00:45:00+00:00,0.525
Stanhope,2022-10-18 01:00:00+00:00,0.524
Stanhope,2022-10-18 01:15:00+00:00,0.521
Stanhope,2022-10-18 01:30:00+00:00,0.519
Stanhope,2022-10-18 01:45:00+00:00,0.516
Stanhope,2022-10-18 02:00:00+00:00,0.515
Stanhope,2022-10-18 02:15:00+00:00,0.511
Stanhope,2022-10-18 02:30:00+00:00,0.51
Stanhope,2022-10-18 02:45:00+00:00,0.508
Stanhope,2022-10-18 03:00:00+00:00,0.505
Stanhope,2022-10-18 03:15:00+00:00,0.504
Stanhope,2022-10-18 03:30:00+00:00,0.501
Stanhope,2022-10-18 03:45:00+00:00,0.499
Stanhope,2022-10-18 04:00:00+00:00,0.499
Stanhope,2022-10-18 04:15:00+00:00,0.496
Stanhope,2022-10-18 04:30:00+00:00,0.495
Stanhope,2022-10-18 04:45:00+00:00,0.493
Stanhope,2022-10-18 05:00:00+00:00,0.491
Stanhope,2022-10-18 05:15:00+00:00,0.489
Stanhope,2022-10-18 05:30:00+00:00,0.487
Stanhope,2022-10-18 05:45:00+00:00,0.486
Stanhope,2022-10-18 06:00:00+00:00,0.484
Stanhope,2022-10-18 06:15:00+00:00,0.482
Stanhope,2022-10-18 06:30:00+00:00,0.48
Stanhope,2022-10-18 06:45:00+00:00,0.479
Stanhope,2022-10-18 07:00:00+00:00,0.477
Stanhope,2022-10-18 07:15:00+00:00,0.474
Stanhope,2022-10-18 07:30:00+00:00,0.47
Stanhope,2022-10-18 07:45:00+00:00,0.473
Stanhope,2022-10-18 08:00:00+00:00,0.47
Stanhope,2022-10-18 08:15:00+00:00,0.469
Stanhope,2022-10-18 08:30:00+00:00,0.468
Stanhope,2022-10-18 08:45:00+00:00,0.466
Stanhope,2022-10-18 09:00:00+00:00,0.466
Stanhope,2022-10-18 09:15:00+00:00,0.463
Stanhope,2022-10-18 09:30:00+00:00,0.463
Stanhope,2022-10-18 09:45:00+00:00,0.462
Stanhope,2022-10-18 10:00:00+00:00,0.46
Stanhope,2022-10-18 10:15:00+00:00,0.459
Stanhope,2022-10-18 10:30:00+00:00,0.458
Stanhope,2022-10-18 10:45:00+00:00,0.457
Stanhope,2022-10-18 11:00:00+00:00,0.456
Stanhope,2022-10-18 11:15:00+00:00,0.454
Stanhope,2022-10-18 11:30:00+00:00,0.452
Stanhope,2022-10-18 11:45:00+00:00,0.451
Stanhope,2022-10-18 12:00:00+00:00,0.45
Stanhope,2022-10-18 12:15:00+00:00,0.449
Stanhope,2022-10-18 12:30:00+00:00,0.447
Stanhope,2022-10-18 12:45:00+00:00,0.447
Stanhope,2022-10-18 13:00:00+00:00,0.445
Stanhope,2022-10-18 13:15:00+00:00,0.444
Stanhope,2022-10-18 13:30:00+00:00,0.442
Stanhope,2022-10-18 13:45:00+00:00,0.441
Stanhope,2022-10-18 14:00:00+00:00,0.441
Stanhope,2022-10-18 14:15:00+00:00,0.439
Stanhope,2022-10-18 14:30:00+00:00,0.437
Stanhope,2022-10-18 14:45:00+00:00,0.435
Stanhope,2022-10-18 15:00:00+00:00,0.435
Stanhope,2022-10-18 15:15:00+00:00,0.434
Stanhope,2022-10-18 15:30:00+00:00,0.434
Stanhope,2022-10-18 15:45:00+00:00,0.432
Stanhope,2022-10-18 16:00:00+00:00,0.431
Stanhope,2022-10-18 16:15:00+00:00,0.431
Stanhope,2022-10-18 16:30:00+00:00,0.43
Stanhope,2022-10-18 16:45:00+00:00,0.429
Stanhope,2022-10-18 17:00:00+00:00,0.428
Stanhope,2022-10-18 17:15:00+00:00,0.426
Stanhope,2022-10-18 17:30:00+00:00,0.425
Stanhope,2022-10-18 17:45:00+00:00,0.425
Stanhope,2022-10-18 18:00:00+00:00,0.424
Stanhope,2022-10-18 18:15:00+00:00,0.423
Stanhope,2022-10-18 18:30:00+00:00,0.422
Stanhope,2022-10-18 18:45:00+00:00,0.422
Stanhope,2022-10-18 19:00:00+00:00,0.421
Stanhope,2022-10-18 19:15:00+00:00,0.421
Stanhope,2022-10-18 19:30:00+00:00,0.42
Stanhope,2022-10-18 19:45:00+00:00,0.42
Stanhope,2022-10-18 20:00:00+00:00,0.417
Stanhope,2022-10-18 20:15:00+00:00,0.417
Stanhope,2022-10-18 20:30:00+00:00,0.415
Stanhope,2022-10-18 20:45:00+00:00,0.415
Stanhope,2022-10-18 21:00:00+00:00,0.414
Stanhope,2022-10-18 21:15:00+00:00,0.413
Stanhope,2022-10-18 21:30:00+00:00,0.412
Stanhope,2022-10-18 22:30:00+00:00,0.41
Stanhope,2022-10-18 22:00:00+00:00,0.41
Stanhope,2022-10-18 21:45:00+00:00,0.412
Stanhope,2022-10-18 22:15:00+00:00,0.41
Stanhope,2022-10-18 22:45:00+00:00,0.409
Stanhope,2022-10-18 23:00:00+00:00,0.408
Stanhope,2022-10-18 23:15:00+00:00,0.407
Stanhope,2022-10-18 23:30:00+00:00,0.406
Stanhope,2022-10-18 23:45:00+00:00,0.406
Durham New Elvet Bridge,2022-11-16 00:00:00+00:00,1.177
Durham New Elvet Bridge,2022-11-16 00:15:00+00:00,1.182
Durham New Elvet Bridge,2022-11-16 00:30:00+00:00,1.195
Durham New Elvet Bridge,2022-11-16 00:45:00+00:00,1.198
Durham New Elvet Bridge,2022-11-16 01:00:00+00:00,1.203
Durham New Elvet Bridge,2022-11-16 01:15:00+00:00,1.203
Durham New Elvet Bridge,2022-11-16 01:30:00+00:00,1.206
Durham New Elvet Bridge,2022-11-16 01:45:00+00:00,1.199
Durham New Elvet Bridge,2022-11-16 02:00:00+00:00,1.2
Durham New Elvet Bridge,2022-11-16 02:15:00+00:00,1.19
Durham New Elvet Bridge,2022-11-16 02:30:00+00:00,1.187
Durham New Elvet Bridge,2022-11-16 02:45:00+00:00,1.176
Durham New Elvet Bridge,2022-11-16 03:00:00+00:00,1.17
Durham New Elvet Bridge,2022-11-16 03:15:00+00:00,1.15
Durham New Elvet Bridge,2022-11-16 03:30:00+00:00,1.145
Durham New Elvet Bridge,2022-11-16 03:45:00+00:00,1.13
Durham New Elvet Bridge,2022-11-16 04:00:00+00:00,1.112
Durham New Elvet Bridge,2022-11-16 04:15:00+00:00,1.101
Durham New Elvet Bridge,2022-11-16 04:30:00+00:00,1.085
Durham New Elvet Bridge,2022-11-16 04:45:00+00:00,1.071
Durham New Elvet Bridge,2022-11-16 05:00:00+00:00,1.06
Durham New Elvet Bridge,2022-11-16 05:15:00+00:00,1.038
Durham New Elvet Bridge,2022-11-16 05:30:00+00:00,1.03
Durham New Elvet Bridge,2022-11-16 05:45:00+00:00,1.012
Durham New Elvet Bridge,2022-11-16 06:00:00+00:00,1.005
Durham New Elvet Bridge,2022-11-16 06:15:00+00:00,0.985
Durham New Elvet Bridge,2022-11-16 06:30:00+00:00,0.972
Durham New Elvet Bridge,2022-11-16 06:45:00+00:00,0.969
Durham New Elvet Bridge,2022-11-16 07:00:00+00:00,0.95
Durham New Elvet Bridge,2022-11-16 07:15:00+00:00,0.939
Durham New Elvet Bridge,2022-11-16 07:30:00+00:00,0.921
Durham New Elvet Bridge,2022-11-16 07:45:00+00:00,0.909
Durham New Elvet Bridge,2022-11-16 08:00:00+00:00,0.902
Durham New Elvet Bridge,2022-11-16 08:15:00+00:00,0.889
Durham New Elvet Bridge,2022-11-16 08:30:00+00:00,0.876
Durham New Elvet Bridge,2022-11-16 08:45:00+00:00,0.87
Durham New Elvet Bridge,2022-11-16 09:00:00+00:00,0.858
Durham New Elvet Bridge,2022-11-16 09:15:00+00:00,0.846
Durham New Elvet Bridge,2022-11-16 09:30:00+00:00,0.84
Durham New Elvet Bridge,2022-11-16 09:45:00+00:00,0.828
Durham New Elvet Bridge,2022-11-16 10:00:00+00:00,0.82
Durham New Elvet Bridge,2022-11-16 10:15:00+00:00,0.812
Durham New Elvet Bridge,2022-11-16 10:30:00+00:00,0.804
Durham New Elvet Bridge,2022-11-16 10:45:00+00:00,0.794
Durham New Elvet Bridge,2022-11-16 11:00:00+00:00,0.788
Durham New Elvet Bridge,2022-11-16 11:15:00+00:00,0.781
Durham New Elvet Bridge,2022-11-16 11:30:00+00:00,0.772
Durham New Elvet Bridge,2022-11-16 11:45:00+00:00,0.765
Durham New Elvet Bridge,2022-11-16 12:00:00+00:00,0.759
Durham New Elvet Bridge,2022-11-16 12:15:00+00:00,0.754
Durham New Elvet Bridge,2022-11-16 12:30:00+00:00,0.748
Durham New Elvet Bridge,2022-11-16 12:45:00+00:00,0.741
Durham New Elvet Bridge,2022-11-16 13:00:00+00:00,0.732
Durham New Elvet Bridge,2022-11-16 13:15:00+00:00,0.727
Durham New Elvet Bridge,2022-11-16 13:30:00+00:00,0.724
Durham New Elvet Bridge,2022-11-15 00:00:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 00:15:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 00:30:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 00:45:00+00:00,0.317
Durham New Elvet Bridge,2022-11-15 01:00:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 01:15:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 01:30:00+00:00,0.317
Durham New Elvet Bridge,2022-11-15 01:45:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 02:00:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 02:15:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 02:30:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 02:45:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 03:00:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 03:15:00+00:00,0.317
Durham New Elvet Bridge,2022-11-15 03:30:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 03:45:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 04:00:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 04:15:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 04:30:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 04:45:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 05:00:00+00:00,0.315
Durham New Elvet Bridge,2022-11-15 05:15:00+00:00,0.316
Durham New Elvet Bridge,2022-11-15 05:30:00+00:00,0.315
Durham New Elvet Bridge,2022-11-15 05:45:00+00:00,0.315
Durham New Elvet Bridge,2022-11-15 06:00:00+00:00,0.315
Durham New Elvet Bridge,2022-11-15 06:15:00+00:00,0.315
Durham New Elvet Bridge,2022-11-15 06:30:00+00:00,0.315
Durham New Elvet Bridge,2022-11-15 06:45:00+00:00,0.315
Durham New Elvet Bridge,2022-11-15 07:00:00+00:00,0.314
Durham New Elvet Bridge,2022-11-15 07:15:00+00:00,0.314
Durham New Elvet Bridge,2022-11-15 07:30:00+00:00,0.313
Durham New Elvet Bridge,2022-11-15 07:45:00+00:00,0.314
Durham New Elvet Bridge,2022-11-15 08:00:00+00:00,0.314
Durham New Elvet Bridge,2022-11-15 08:15:00+00:00,0.312
Durham New Elvet Bridge,2022-11-15 08:30:00+00:00,0.313
Durham New Elvet Bridge,2022-11-15 08:45:00+00:00,0.312
Durham New Elvet Bridge,2022-11-15 09:00:00+00:00,0.313
